date	+BTC	BTC	BTC quote	average BTC quote quote	BTC $	BTC %	TOTAL	gains	$ gains	deposits/withdrawals	invested	yields	gains, total	$ gains, total	ROI	APR
2025-06-17	0.00000	0.00099	$105,791.00	$83,656.00	$105.07	100.00%	$105.07	0.00000	-$1.73	$0.00	$100.00	$0.00	0.00000	$5.07	5.07%	16.38%
2025-06-16	0.00000	0.00099	$107,530.00	$83,656.00	$106.80	100.00%	$106.80	0.00000	$2.38	$0.00	$100.00	$0.00	0.00000	$6.80	6.80%	22.16%
2025-06-15	0.00000	0.00099	$105,135.00	$83,656.00	$104.42	100.00%	$104.42	0.00000	$0.09	$0.00	$100.00	$0.00	0.00000	$4.42	4.42%	14.53%
2025-06-14	0.00000	0.00099	$105,043.00	$83,656.00	$104.33	100.00%	$104.33	0.00000	-$0.53	$0.00	$100.00	$0.00	0.00000	$4.33	4.33%	14.36%
2025-06-13	0.00000	0.00099	$105,581.00	$83,656.00	$104.86	100.00%	$104.86	0.00000	-$1.41	$0.00	$100.00	$0.00	0.00000	$4.86	4.86%	16.28%
2025-06-12	0.00000	0.00099	$107,003.00	$83,656.00	$106.28	100.00%	$106.28	0.00000	-$2.21	$0.00	$100.00	$0.00	0.00000	$6.28	6.28%	21.21%
2025-06-11	0.00000	0.00099	$109,230.00	$83,656.00	$108.49	100.00%	$108.49	0.00000	-$0.31	$0.00	$100.00	$0.00	0.00000	$8.49	8.49%	28.95%
2025-06-10	0.00000	0.00099	$109,547.00	$83,656.00	$108.80	100.00%	$108.80	0.00000	$1.84	$0.00	$100.00	$0.00	0.00000	$8.80	8.80%	30.31%
2025-06-09	0.00000	0.00099	$107,695.00	$83,656.00	$106.96	100.00%	$106.96	0.00000	$2.06	$0.00	$100.00	$0.00	0.00000	$6.96	6.96%	24.20%
2025-06-08	0.00000	0.00099	$105,619.00	$83,656.00	$104.90	100.00%	$104.90	0.00000	$0.38	$0.00	$100.00	$0.00	0.00000	$4.90	4.90%	17.20%
2025-06-07	0.00000	0.00099	$105,236.00	$83,656.00	$104.52	100.00%	$104.52	0.00000	$1.24	$0.00	$100.00	$0.00	0.00000	$4.52	4.52%	16.02%
2025-06-06	0.00000	0.00099	$103,992.00	$83,656.00	$103.28	100.00%	$103.28	0.00000	-$0.85	$0.00	$100.00	$0.00	0.00000	$3.28	3.28%	11.75%
2025-06-05	0.00000	0.00099	$104,851.00	$83,656.00	$104.14	100.00%	$104.14	0.00000	-$0.16	$0.00	$100.00	$0.00	0.00000	$4.14	4.14%	14.95%
2025-06-04	0.00000	0.00099	$105,013.00	$83,656.00	$104.30	100.00%	$104.30	0.00000	-$0.36	$0.00	$100.00	$0.00	0.00000	$4.30	4.30%	15.69%
2025-06-03	0.00000	0.00099	$105,373.00	$83,656.00	$104.66	100.00%	$104.66	0.00000	$1.22	$0.00	$100.00	$0.00	0.00000	$4.66	4.66%	17.17%
2025-06-02	0.00000	0.00099	$104,142.00	$83,656.00	$103.43	100.00%	$103.43	0.00000	$0.01	$0.00	$100.00	$0.00	0.00000	$3.43	3.43%	12.79%
2025-06-01	0.00000	0.00099	$104,128.00	$83,656.00	$103.42	100.00%	$103.42	0.00000	$0.00	$0.00	$100.00	$0.00	0.00000	$3.42	3.42%	12.87%
2025-05-31	0.00000	0.00099	$104,133.00	$83,656.00	$103.42	100.00%	$103.42	0.00000	-$1.57	$0.00	$100.00	$0.00	0.00000	$3.42	3.42%	13.02%
2025-05-30	0.00000	0.00099	$105,712.00	$83,656.00	$104.99	100.00%	$104.99	0.00000	-$1.24	$0.00	$100.00	$0.00	0.00000	$4.99	4.99%	19.18%
2025-05-29	0.00000	0.00099	$106,960.00	$83,656.00	$106.23	100.00%	$106.23	0.00000	-$1.89	$0.00	$100.00	$0.00	0.00000	$6.23	6.23%	24.20%
2025-05-28	0.00000	0.00099	$108,865.00	$83,656.00	$108.12	100.00%	$108.12	0.00000	-$1.51	$0.00	$100.00	$0.00	0.00000	$8.12	8.12%	31.89%
2025-05-27	0.00000	0.00099	$110,383.00	$85,667.00	$109.63	100.00%	$109.63	0.00000	$0.57	$0.00	$100.00	$0.00	0.00000	$9.63	9.63%	38.22%
2025-05-26	0.00000	0.00099	$109,805.00	$86,356.00	$109.06	100.00%	$109.06	0.00000	$2.29	$0.00	$100.00	$0.00	0.00000	$9.06	9.06%	36.33%
2025-05-25	-0.42007	0.00099	$107,501.00	$85,971.75	$106.77	100.00%	$106.77	-0.42007	-$45,727.73	-$35,900.00	$100.00	$0.00	0.00000	$6.77	6.77%	27.46%
2025-05-24	0.00000	0.42106	$108,855.00	$85,602.60	$45,834.50	100.00%	$45,834.50	0.00000	-$397.90	$0.00	$36,000.00	$0.00	0.00000	$9,834.50	27.32%	112.03%
2025-05-23	0.00000	0.42106	$109,800.00	$85,365.83	$46,232.40	100.00%	$46,232.40	0.00000	-$586.12	$0.00	$36,000.00	$0.00	0.00000	$10,232.40	28.42%	117.89%
2025-05-22	0.00000	0.42106	$111,192.00	$85,365.83	$46,818.51	100.00%	$46,818.51	0.00000	$1,989.51	$0.00	$36,000.00	$0.00	0.00000	$10,818.51	30.05%	126.08%
2025-05-21	0.00000	0.42106	$106,467.00	$85,210.29	$44,829.01	100.00%	$44,829.01	0.00000	$548.22	$0.00	$36,000.00	$0.00	0.00000	$8,829.01	24.53%	104.09%
2025-05-20	0.00000	0.42106	$105,165.00	$84,881.00	$44,280.79	100.00%	$44,280.79	0.00000	$1,144.86	$0.00	$36,000.00	$0.00	0.00000	$8,280.79	23.00%	98.77%
2025-05-19	0.00000	0.42106	$102,446.00	$84,729.00	$43,135.92	100.00%	$43,135.92	0.00000	-$583.17	$0.00	$36,000.00	$0.00	0.00000	$7,135.92	19.82%	86.13%
2025-05-18	0.00000	0.42106	$103,831.00	$84,504.30	$43,719.09	100.00%	$43,719.09	0.00000	$351.59	$0.00	$36,000.00	$0.00	0.00000	$7,719.09	21.44%	94.29%
2025-05-17	0.00000	0.42106	$102,996.00	$84,475.73	$43,367.51	100.00%	$43,367.51	0.00000	-$278.32	$0.00	$36,000.00	$0.00	0.00000	$7,367.51	20.47%	91.10%
2025-05-16	0.00000	0.42106	$103,657.00	$84,330.58	$43,645.83	100.00%	$43,645.83	0.00000	$416.43	$0.00	$36,000.00	$0.00	0.00000	$7,645.83	21.24%	95.70%
2025-05-15	0.00000	0.42106	$102,668.00	$84,217.62	$43,229.40	100.00%	$43,229.40	0.00000	-$590.33	$0.00	$36,000.00	$0.00	0.00000	$7,229.40	20.08%	91.62%
2025-05-14	0.00000	0.42106	$104,070.00	$84,162.29	$43,819.72	100.00%	$43,819.72	0.00000	$172.63	$0.00	$36,000.00	$0.00	0.00000	$7,819.72	21.72%	100.36%
2025-05-13	0.00000	0.42106	$103,660.00	$83,929.33	$43,647.09	100.00%	$43,647.09	0.00000	-$168.42	$0.00	$36,000.00	$0.00	0.00000	$7,647.09	21.24%	99.40%
2025-05-12	0.00000	0.42106	$104,060.00	$83,889.56	$43,815.51	100.00%	$43,815.51	0.00000	-$287.16	$0.00	$36,000.00	$0.00	0.00000	$7,815.51	21.71%	102.91%
2025-05-11	0.00000	0.42106	$104,742.00	$83,918.59	$44,102.68	100.00%	$44,102.68	0.00000	$267.37	$0.00	$36,000.00	$0.00	0.00000	$8,102.68	22.51%	108.09%
2025-05-10	0.00000	0.42106	$104,107.00	$84,046.61	$43,835.30	100.00%	$43,835.30	0.00000	$494.75	$0.00	$36,000.00	$0.00	0.00000	$7,835.30	21.76%	105.92%
2025-05-09	0.00000	0.42106	$102,932.00	$84,342.84	$43,340.56	100.00%	$43,340.56	0.00000	$1,464.45	$0.00	$36,000.00	$0.00	0.00000	$7,340.56	20.39%	100.57%
2025-05-08	0.00000	0.42106	$99,454.00	$84,638.55	$41,876.11	100.00%	$41,876.11	0.00000	$1,026.12	$0.00	$36,000.00	$0.00	0.00000	$5,876.11	16.32%	81.61%
2025-05-07	0.00000	0.42106	$97,017.00	$84,834.71	$40,849.99	100.00%	$40,849.99	0.00000	$1,293.50	$0.00	$36,000.00	$0.00	0.00000	$4,849.99	13.47%	68.30%
2025-05-06	0.00000	0.42106	$93,945.00	$84,768.95	$39,556.49	100.00%	$39,556.49	0.00000	-$176.85	$0.00	$36,000.00	$0.00	0.00000	$3,556.49	9.88%	50.79%
2025-05-05	0.00000	0.42106	$94,365.00	$84,820.52	$39,733.34	100.00%	$39,733.34	0.00000	-$464.85	$0.00	$36,000.00	$0.00	0.00000	$3,733.34	10.37%	54.07%
2025-05-04	0.00000	0.42106	$95,469.00	$85,161.21	$40,198.19	100.00%	$40,198.19	0.00000	-$169.27	$0.00	$36,000.00	$0.00	0.00000	$4,198.19	11.66%	61.69%
2025-05-03	0.00000	0.42106	$95,871.00	$85,136.64	$40,367.45	100.00%	$40,367.45	0.00000	-$468.64	$0.00	$36,000.00	$0.00	0.00000	$4,367.45	12.13%	65.12%
2025-05-02	0.00000	0.42106	$96,984.00	$84,980.42	$40,836.09	100.00%	$40,836.09	0.00000	$341.06	$0.00	$36,000.00	$0.00	0.00000	$4,836.09	13.43%	73.18%
2025-05-01	0.00000	0.42106	$96,174.00	$85,027.37	$40,495.03	100.00%	$40,495.03	0.00000	$423.59	$0.00	$36,000.00	$0.00	0.00000	$4,495.03	12.49%	69.05%
2025-04-30	0.00000	0.42106	$95,168.00	$85,123.96	$40,071.45	100.00%	$40,071.45	0.00000	$79.58	$0.00	$36,000.00	$0.00	0.00000	$4,071.45	11.31%	63.51%
2025-04-29	0.00000	0.42106	$94,979.00	$85,123.96	$39,991.87	100.00%	$39,991.87	0.00000	-$151.16	$0.00	$36,000.00	$0.00	0.00000	$3,991.87	11.09%	63.24%
2025-04-28	0.00000	0.42106	$95,338.00	$85,423.07	$40,143.03	100.00%	$40,143.03	0.00000	$611.38	$0.00	$36,000.00	$0.00	0.00000	$4,143.03	11.51%	66.68%
2025-04-27	0.00000	0.42106	$93,886.00	$85,423.07	$39,531.65	100.00%	$39,531.65	0.00000	-$97.26	$0.00	$36,000.00	$0.00	0.00000	$3,531.65	9.81%	57.75%
2025-04-26	0.00000	0.42106	$94,117.00	$85,423.07	$39,628.91	100.00%	$39,628.91	0.00000	-$115.79	$0.00	$36,000.00	$0.00	0.00000	$3,628.91	10.08%	60.32%
2025-04-25	0.00000	0.42106	$94,392.00	$85,423.07	$39,744.70	100.00%	$39,744.70	0.00000	$792.44	$0.00	$36,000.00	$0.00	0.00000	$3,744.70	10.40%	63.28%
2025-04-24	0.00000	0.42106	$92,510.00	$85,423.07	$38,952.27	100.00%	$38,952.27	0.00000	-$502.75	$0.00	$36,000.00	$0.00	0.00000	$2,952.27	8.20%	50.73%
2025-04-23	0.00000	0.42106	$93,704.00	$85,423.07	$39,455.02	100.00%	$39,455.02	0.00000	$2,095.62	$0.00	$36,000.00	$0.00	0.00000	$3,455.02	9.60%	60.40%
2025-04-22	0.00000	0.42106	$88,727.00	$85,423.07	$37,359.40	100.00%	$37,359.40	0.00000	$613.91	$0.00	$36,000.00	$0.00	0.00000	$1,359.40	3.78%	24.18%
2025-04-21	0.00000	0.42106	$87,269.00	$85,423.07	$36,745.49	100.00%	$36,745.49	0.00000	$1,286.76	$0.00	$36,000.00	$0.00	0.00000	$745.49	2.07%	13.50%
2025-04-20	0.00000	0.42106	$84,213.00	$85,423.07	$35,458.73	100.00%	$35,458.73	0.00000	-$419.80	$0.00	$36,000.00	$0.00	0.00000	-$541.27	-1.50%	-9.98%
2025-04-19	0.00000	0.42106	$85,210.00	$85,423.07	$35,878.53	100.00%	$35,878.53	0.00000	$245.06	$0.00	$36,000.00	$0.00	0.00000	-$121.47	-0.34%	-2.28%
2025-04-18	0.00000	0.42106	$84,628.00	$85,423.07	$35,633.47	100.00%	$35,633.47	0.00000	-$66.53	$0.00	$36,000.00	$0.00	0.00000	-$366.53	-1.02%	-7.01%
2025-04-17	0.00000	0.42106	$84,786.00	$85,423.07	$35,700.00	100.00%	$35,700.00	0.00000	$355.37	$0.00	$36,000.00	$0.00	0.00000	-$300.00	-0.83%	-5.85%
2025-04-16	0.00000	0.42106	$83,942.00	$85,423.07	$35,344.63	100.00%	$35,344.63	0.00000	-$962.12	$0.00	$36,000.00	$0.00	0.00000	-$655.37	-1.82%	-13.03%
2025-04-15	0.00000	0.42106	$86,227.00	$85,423.07	$36,306.75	100.00%	$36,306.75	0.00000	$582.33	$0.00	$36,000.00	$0.00	0.00000	$306.75	0.85%	6.22%
2025-04-14	0.00000	0.42106	$84,844.00	$85,423.07	$35,724.42	100.00%	$35,724.42	0.00000	$216.00	$0.00	$36,000.00	$0.00	0.00000	-$275.58	-0.77%	-5.70%
2025-04-13	0.00000	0.42106	$84,331.00	$85,423.07	$35,508.42	100.00%	$35,508.42	0.00000	$284.22	$0.00	$36,000.00	$0.00	0.00000	-$491.58	-1.37%	-10.38%
2025-04-12	0.07133	0.42106	$83,656.00	$85,423.07	$35,224.20	100.00%	$35,224.20	0.07133	$5,913.94	$6,000.00	$36,000.00	$0.00	0.00000	-$775.80	-2.15%	-16.74%
2025-04-11	0.00000	0.34973	$83,809.00	$85,486.18	$29,310.27	100.00%	$29,310.27	0.00000	$640.70	$0.00	$30,000.00	$0.00	0.00000	-$689.73	-2.30%	-18.24%
2025-04-10	0.00000	0.34973	$81,977.00	$85,486.18	$28,669.57	100.00%	$28,669.57	0.00000	$2,041.01	$0.00	$30,000.00	$0.00	0.00000	-$1,330.43	-4.43%	-35.97%
2025-04-09	0.00000	0.34973	$76,141.00	$85,486.18	$26,628.56	100.00%	$26,628.56	0.00000	-$1,240.13	$0.00	$30,000.00	$0.00	0.00000	-$3,371.44	-11.24%	-93.23%
2025-04-08	0.00000	0.34973	$79,687.00	$85,486.18	$27,868.69	100.00%	$27,868.69	0.00000	$480.87	$0.00	$30,000.00	$0.00	0.00000	-$2,131.31	-7.10%	-60.30%
2025-04-07	0.00000	0.34973	$78,312.00	$85,486.18	$27,387.82	100.00%	$27,387.82	0.00000	-$1,575.87	$0.00	$30,000.00	$0.00	0.00000	-$2,612.18	-8.71%	-75.67%
2025-04-06	0.00000	0.34973	$82,818.00	$85,486.18	$28,963.69	100.00%	$28,963.69	0.00000	-$209.14	$0.00	$30,000.00	$0.00	0.00000	-$1,036.31	-3.45%	-30.75%
2025-04-05	0.00000	0.34973	$83,416.00	$85,486.18	$29,172.82	100.00%	$29,172.82	0.00000	$128.35	$0.00	$30,000.00	$0.00	0.00000	-$827.18	-2.76%	-25.16%
2025-04-04	0.00000	0.34973	$83,049.00	$85,486.18	$29,044.47	100.00%	$29,044.47	0.00000	$208.79	$0.00	$30,000.00	$0.00	0.00000	-$955.53	-3.19%	-29.81%
2025-04-03	0.00000	0.34973	$82,452.00	$85,486.18	$28,835.69	100.00%	$28,835.69	0.00000	-$25.88	$0.00	$30,000.00	$0.00	0.00000	-$1,164.31	-3.88%	-37.28%
2025-04-02	0.00000	0.34973	$82,526.00	$85,486.18	$28,861.57	100.00%	$28,861.57	0.00000	-$542.08	$0.00	$30,000.00	$0.00	0.00000	-$1,138.43	-3.79%	-37.44%
2025-04-01	0.00000	0.34973	$84,076.00	$85,486.18	$29,403.64	100.00%	$29,403.64	0.00000	$708.55	$0.00	$30,000.00	$0.00	0.00000	-$596.36	-1.99%	-20.15%
2025-03-31	0.00000	0.34973	$82,050.00	$85,486.18	$28,695.10	100.00%	$28,695.10	0.00000	-$414.43	$0.00	$30,000.00	$0.00	0.00000	-$1,304.90	-4.35%	-45.36%
2025-03-30	0.00000	0.34973	$83,235.00	$85,486.18	$29,109.52	100.00%	$29,109.52	0.00000	$251.10	$0.00	$30,000.00	$0.00	0.00000	-$890.48	-2.97%	-31.87%
2025-03-29	0.00000	0.34973	$82,517.00	$85,486.18	$28,858.42	100.00%	$28,858.42	0.00000	-$939.02	$0.00	$30,000.00	$0.00	0.00000	-$1,141.58	-3.81%	-42.09%
2025-03-28	0.00000	0.34973	$85,202.00	$85,486.18	$29,797.43	100.00%	$29,797.43	0.00000	-$633.71	$0.00	$30,000.00	$0.00	0.00000	-$202.57	-0.68%	-7.70%
2025-03-27	0.00000	0.34973	$87,014.00	$85,486.18	$30,431.14	100.00%	$30,431.14	0.00000	$27.98	$0.00	$30,000.00	$0.00	0.00000	$431.14	1.44%	16.92%
2025-03-26	0.00000	0.34973	$86,934.00	$85,486.18	$30,403.16	100.00%	$30,403.16	0.00000	-$260.20	$0.00	$30,000.00	$0.00	0.00000	$403.16	1.34%	16.35%
2025-03-25	0.01135	0.34973	$87,678.00	$85,486.18	$30,663.36	100.00%	$30,663.36	0.01135	$976.48	$1,000.00	$30,000.00	$0.00	0.00000	$663.36	2.21%	27.83%
2025-03-24	0.01133	0.33837	$87,734.00	$85,405.00	$29,686.88	100.00%	$29,686.88	0.01133	$1,947.11	$2,000.00	$29,000.00	$0.00	0.00000	$686.88	2.37%	30.88%
2025-03-23	0.01168	0.32705	$84,819.00	$85,315.42	$27,739.77	100.00%	$27,739.77	0.01168	$1,208.90	$1,000.00	$27,000.00	$0.00	0.00000	$739.77	2.74%	37.04%
2025-03-22	0.02381	0.31537	$84,126.00	$85,335.28	$26,530.87	100.00%	$26,530.87	0.02381	$1,987.06	$2,000.00	$26,000.00	$0.00	0.00000	$530.87	2.04%	28.66%
2025-03-21	0.01189	0.29156	$84,182.00	$85,385.67	$24,543.82	100.00%	$24,543.82	0.01189	$751.60	$1,000.00	$24,000.00	$0.00	0.00000	$543.82	2.27%	33.08%
2025-03-20	0.00000	0.27967	$85,074.00	$85,438.00	$23,792.22	100.00%	$23,792.22	0.00000	$222.89	$0.00	$23,000.00	$0.00	0.00000	$792.22	3.44%	52.38%
2025-03-19	0.01173	0.27967	$84,277.00	$85,438.00	$23,569.33	100.00%	$23,569.33	0.01173	$1,444.49	$1,000.00	$23,000.00	$0.00	0.00000	$569.33	2.48%	39.28%
2025-03-18	0.01215	0.26793	$82,576.00	$85,490.77	$22,124.84	100.00%	$22,124.84	0.01215	$763.68	$1,000.00	$22,000.00	$0.00	0.00000	$124.84	0.57%	9.41%
2025-03-17	0.01205	0.25578	$83,513.00	$85,629.57	$21,361.16	100.00%	$21,361.16	0.01205	$1,257.81	$1,000.00	$21,000.00	$0.00	0.00000	$361.16	1.72%	29.89%
2025-03-16	0.01212	0.24373	$82,482.00	$85,735.40	$20,103.35	100.00%	$20,103.35	0.01212	$603.67	$1,000.00	$20,000.00	$0.00	0.00000	$103.35	0.52%	9.43%
2025-03-15	0.01187	0.23162	$84,190.00	$85,906.63	$19,499.68	100.00%	$19,499.68	0.01187	$1,319.15	$1,000.00	$19,000.00	$0.00	0.00000	$499.68	2.63%	50.52%
2025-03-14	0.01187	0.21975	$82,734.00	$86,002.00	$18,180.53	100.00%	$18,180.53	0.01187	$955.51	$1,000.00	$18,000.00	$0.00	0.00000	$180.53	1.00%	20.34%
2025-03-13	0.01221	0.20788	$82,862.00	$86,194.24	$17,225.02	100.00%	$17,225.02	0.01221	$898.44	$1,000.00	$17,000.00	$0.00	0.00000	$225.02	1.32%	28.42%
2025-03-12	0.00000	0.19566	$83,443.00	$86,402.50	$16,326.58	100.00%	$16,326.58	0.01234	$1,538.32	$1,000.00	$16,000.00	$0.00	0.00000	$326.58	2.04%	46.56%
2025-03-11	0.01231	0.18332	$80,668.00	$86,599.80	$14,788.26	100.00%	$14,788.26	0.01231	$544.36	$1,000.00	$15,000.00	$0.00	0.00000	-$211.74	-1.41%	-34.35%
2025-03-10	0.01205	0.17101	$83,293.00	$87,023.50	$14,243.90	100.00%	$14,243.90	0.01205	$830.83	$1,000.00	$14,000.00	$0.00	0.00000	$243.90	1.74%	45.42%
2025-03-09	0.01203	0.15895	$84,383.00	$87,310.46	$13,413.07	100.00%	$13,413.07	0.01203	$745.15	$1,000.00	$13,000.00	$0.00	0.00000	$413.07	3.18%	89.21%
2025-03-08	0.01158	0.14692	$86,223.00	$87,554.42	$12,667.92	100.00%	$12,667.92	0.01158	$531.39	$1,000.00	$12,000.00	$0.00	0.00000	$667.92	5.57%	169.30%
2025-03-07	0.01118	0.13534	$89,675.00	$87,675.45	$12,136.53	100.00%	$12,136.53	0.01118	$930.06	$1,000.00	$11,000.00	$0.00	0.00000	$1,136.53	10.33%	342.84%
2025-03-06	0.01097	0.12416	$90,257.00	$87,475.50	$11,206.47	100.00%	$11,206.47	0.01097	$1,159.86	$1,000.00	$10,000.00	$0.00	0.00000	$1,206.47	12.06%	440.36%
2025-03-05	0.01128	0.11319	$88,758.00	$87,166.44	$10,046.61	100.00%	$10,046.61	0.01128	$1,548.61	$1,000.00	$9,000.00	$0.00	0.00000	$1,046.61	11.63%	471.62%
2025-03-04	0.01209	0.10191	$83,388.00	$86,967.50	$8,498.00	100.00%	$8,498.00	0.01209	$777.58	$1,000.00	$8,000.00	$0.00	0.00000	$498.00	6.22%	284.02%
2025-03-03	0.01072	0.08982	$85,955.00	$87,478.86	$7,720.42	100.00%	$7,720.42	0.01072	$364.09	$1,000.00	$7,000.00	$0.00	0.00000	$720.42	10.29%	536.64%
2025-03-02	0.01077	0.07910	$92,997.00	$87,732.83	$7,356.33	100.00%	$7,356.33	0.01077	$1,579.15	$1,000.00	$6,000.00	$0.00	0.00000	$1,356.33	22.61%	1375.17%
2025-03-01	0.01183	0.06833	$84,547.00	$86,680.00	$5,777.18	100.00%	$5,777.18	0.01183	$1,196.09	$1,000.00	$5,000.00	$0.00	0.00000	$777.18	15.54%	1134.69%
2025-02-28	0.01208	0.05650	$81,075.00	$87,213.25	$4,581.09	100.00%	$4,581.09	0.01208	$749.86	$1,000.00	$4,000.00	$0.00	0.00000	$581.09	14.53%	1325.62%
2025-02-27	0.01163	0.04442	$86,248.00	$89,259.33	$3,831.23	100.00%	$3,831.23	0.01163	$954.71	$1,000.00	$3,000.00	$0.00	0.00000	$831.23	27.71%	3371.10%
2025-02-26	0.01155	0.03279	$87,732.00	$90,765.00	$2,876.52	100.00%	$2,876.52	0.01155	$984.86	$1,000.00	$2,000.00	$0.00	0.00000	$876.52	43.83%	7998.24%
2025-02-25	0.01110	0.02124	$89,053.00	$93,798.00	$1,891.66	100.00%	$1,891.66	0.00000	-$48.11	$0.00	$1,000.00	$0.00	0.00000	$891.66	89.17%	32545.63%
2025-02-24	0.01014	0.01014	$93,798.00	$93,798.00	$951.07	100.00%	$951.07	0.00000	$951.07	$1,000.00	$1,000.00	$0.00	0.00000	-$48.93	-4.89%	n/a
